tvoc,eco2,iaq
4249.902541586937,2945.5530250473803,4.68891019363005
4290.346419296067,2962.8172365014766,4.710459915845178
4254.464619043467,2928.09707712059,4.694371318230231
4279.877215185809,2958.11868067486,4.731866590399799
4292.065868097602,2974.102952433571,4.716808697714436
4273.986305002538,2980.38301540989,4.709851570853038
4340.778054769376,3011.198169783955,4.739377323760004
4353.66829686624,3015.2518321668113,4.7225829081656165
4359.871183241884,3011.921513332119,4.727726806739296
4366.499706758548,3014.068166882569,4.737780647287542
4344.833594300786,3020.956632555551,4.7418163284487225
4388.370063931398,3035.029423766423,4.747740581176905
4404.339465560273,3021.5776724169536,4.749313399712086
4404.120292448091,3035.7367789898826,4.7475549668390125
4436.853444826114,3053.5299065779523,4.759193244367697
4467.252110409943,3074.888626154191,4.765024214585278
4525.089362405344,3120.682724046057,4.767580399013605
4487.048424389305,3091.1546058156405,4.7685589584878665
4502.778484773353,3100.898436793975,4.761406152352541
4505.992534101458,3116.730252074127,4.773780334197955
4463.769248821068,3071.296938394774,4.757305613139106
4533.575460276811,3138.78727142496,4.805456077441866
4549.147776710154,3122.7755901123815,4.783667627316523
4634.139118031482,3181.3754527850147,4.791879091831194
4567.3024908193,3137.5694585375522,4.787393124103908
4594.8811792324095,3158.162898874455,4.801020176401855
4597.484315163414,3162.93650904878,4.813229606217831
4576.085205294829,3149.9894755777864,4.785098814504997
4657.978579493857,3187.2559743901083,4.796227354986756
4658.728209554614,3184.007778958293,4.820412766856925
4672.304982640559,3228.414707493392,4.8019295799057184
4633.623198503391,3175.334075706029,4.801427268057226
4715.245954662427,3236.139697184176,4.8242013263437995
4643.289917815873,3169.897537584292,4.8075782157625095
4715.060026887902,3226.239888933694,4.833621365770489
4775.201909002896,3263.849151561913,4.8353584337778805
4691.730663140943,3219.766548583844,4.81799344942886
4716.34044789411,3202.5797273265466,4.8269162687861344
4748.1251925497545,3250.536521660636,4.836728171945126
4741.760832438286,3233.559084909293,4.834573914374067
4721.997365000251,3236.4418761121,4.832873665895147
4782.148578261079,3258.9258549882657,4.852419458077838
4759.718796782825,3247.2764511104388,4.8421397460435225
4817.213244351775,3287.591670507132,4.857533546639835
4786.7612007780235,3261.5334257707823,4.829344934246884
4872.10086166014,3318.5051725287303,4.867613927132836
4813.284133116355,3276.03672218438,4.85678242399565
4838.2183479488485,3284.5993042523214,4.86568841570398
4883.303292352861,3340.16154593601,4.863068767434113
4832.908114454359,3286.784381744376,4.85044312239652
4887.512363902073,3330.720609465164,4.865333601107697
4930.675195520565,3365.934028127276,4.887537760704202
4853.926162550991,3306.206256505434,4.872776966633783
4918.296399525375,3342.7261807177697,4.87491590166218
4931.077150361426,3360.9086711035297,4.89135660465778
4957.1747784274385,3385.484205283735,4.890222598258702
4906.966727367949,3332.4868837699046,4.8748343006944195
4914.732028434543,3347.3377387405512,4.875960107870703
4980.189368017846,3370.7886748610345,4.902371951136325
4983.540569295277,3386.1923315403446,4.899023353129514
4992.15983759766,3395.6379494039766,4.920742212515874
5004.966240806594,3394.4334980664057,4.9914777535700265
4984.013122667037,3385.8379552619704,4.9010701057061095
5021.1354837162025,3398.599022546647,4.994707989901885
5032.626608955959,3420.34675148739,4.991307130130114
5011.98262586847,3417.746518009913,4.9998913286296505
5098.876930789194,3448.3547197758116,5.0013735247940705
5066.520628701456,3433.68565955535,5.029181735550601
5025.879529029706,3420.553179882365,4.998158541843168
5090.538914520794,3466.4442559057034,4.988698212705153
5050.735843634777,3415.5096080587764,5.002730107174944
5112.632773759046,3465.8918168812684,4.979253599624537
5132.7316421653295,3482.4702935223927,4.999080432173957
5082.216088024227,3448.3090889082478,5.000160252822951
5144.509517835627,3461.9377900326053,5.007946003829452
5136.67188532444,3487.014031287752,5.009736222494278
5157.538690231279,3509.7165776496736,4.994964303810923
5198.2769679911235,3520.1327983063693,4.998493859853701
5142.41535772313,3475.1381541009355,4.992338791693894
5135.475936674577,3476.154289541103,4.988719374451923
5139.620478592857,3501.4714178322697,5.003098947793807
5149.956037725188,3499.0732480437186,4.987264144514034
5180.147953833359,3514.489038483858,4.995853730994281
5200.632130087495,3523.9434038878408,4.990048260401007
5206.5404539883075,3517.3129012710747,5.005496831862903
5230.802670364202,3536.475890411963,5.0180143009926645
5214.029650275318,3527.6385628084054,4.986984120171967
5264.802711975368,3564.377370345865,4.981469815171025
5220.718457860395,3547.5202636589056,4.998751131146499
5317.628793423276,3601.7606574218967,5.000156977959578
5262.063085901896,3543.044007983177,5.002186593067573
5224.7511901989155,3537.0906638083597,4.995536794847657
5225.4152144659365,3542.6167621312406,4.997993607011746
5278.995176012339,3573.585708908849,5.003675104105406
5264.698800143676,3552.5269424523312,5.010404308926448
5299.60677289011,3608.9051558917495,4.9804495122968175
5299.070087453133,3566.6712068485685,4.996310605609685
5289.276154204116,3562.7338080558093,5.002138087939411
5272.546874939477,3565.864075776302,4.9908202389538925
5258.896280365098,3576.5057987686973,5.017311696317673
5297.238352487143,3569.981062985244,4.993645901197713
5342.518713640789,3602.8529445280037,4.999587073129927
5329.343111130538,3608.3788034084796,5.005560220968423
5291.542044015299,3574.7466048603023,4.994087152111981
5340.003666572777,3600.6561613983627,4.981534269521956
5352.161681680872,3616.9533380273906,4.995713454730835
5319.780019940301,3594.5931918664764,5.010294405559271
5356.500515324758,3624.204697051223,4.996631048732149
5359.127258311396,3628.391043877491,4.99153565698541
5328.483121015513,3600.159903209361,5.009256722095027
5378.7958696122705,3630.1948490211453,4.99669225103977
5390.074380178787,3636.185737930133,4.994898391863498
5410.829349084615,3651.388915017262,5.001494560896633
5414.937011662607,3649.5139133762787,5.007707502096188
5346.875981402162,3608.1195040180746,5.0238171353173255
5364.852204755803,3630.877594061754,5.008272361076574
5413.1164998379545,3663.031061706323,5.0115983996638835
5417.654913801044,3635.517418834292,4.994940338010122
5422.165886177668,3653.399743224006,4.989741318940305
5526.666570823973,3709.1129981599315,5.000623313496191
5432.47838954613,3656.3773190628167,5.001071699152596
5453.582400633757,3676.174602477607,4.989214872586354
5452.195786174365,3678.0118554200435,4.99824705470096
5447.074156930298,3667.1232297220654,5.003993176017191
5421.927256188101,3634.0229503656324,5.003603933950181
5457.903400125613,3665.091584269606,5.0050428785338426
5415.594484842588,3658.3216876075544,5.002909647301374
5435.215384676118,3633.7249665853215,4.994929913407299
5431.195382037994,3670.5915007396165,4.994860993733512
5451.544366528623,3676.1389198236193,4.988010486020062
5521.755129912512,3726.214838762807,5.017847750391851
5399.419896934415,3637.6662462918393,5.000134503646193
5479.043264138377,3666.811904242797,4.9977514694420515
5412.986594743965,3652.095583261444,4.990712079185475
5450.0176190650645,3682.757102679422,5.029356579023278
5499.546377933634,3708.9750448153145,4.989266719677771
5471.40321968585,3676.2150169766296,4.9957115207439395
5439.634006401464,3664.6480145955047,5.0041583683628605
5452.893242225167,3666.4075826473013,5.006002129657443
5497.020668638865,3690.019736541425,5.009579320552157
5456.896408729778,3683.6917309496653,5.018076085077692
5487.370039835169,3680.44670078845,5.005061576554607
5484.206433058894,3681.5856955295203,4.989439692000333
5465.148306868607,3668.04872778644,4.997430548748782
5550.765649790404,3715.5569146412513,5.003078323725139
5507.10980881838,3705.730028209454,5.020682260415058
5428.8767078473875,3668.941055193252,4.986021945215757
5496.657137677139,3696.1455150438305,5.012025765052252
5472.536155990435,3668.464215588619,5.0017991436954645
5519.182658210593,3719.909040323776,5.008378305352295
5470.947562601576,3699.425555101295,4.998980052833641
5492.288192475319,3688.9104922437255,4.991575673698737
5511.780539655897,3702.282781126361,5.007508727794013
5523.397711711359,3719.1952333276495,5.006544310271056
5462.103765943347,3693.4809970438587,5.009720569657397
5488.658663861329,3687.996856859545,4.9998669536462135
5484.919801948287,3677.6273833589903,4.994001779766801
5479.936143479106,3694.2758721501878,4.984412130049762
5552.760891136334,3739.647215413223,5.008193732681394
5512.101332709127,3707.322114129828,5.00423889482444
5462.173348076979,3671.7226762496125,4.99034217367136
5527.477076424605,3726.430033164683,4.994614263267033
5563.440623524751,3743.3447341603296,4.995332411880486
5530.477989855389,3710.6024387441985,4.9851701556801755
5453.544413046452,3672.6175951409277,4.991823176033948
5484.113370336341,3676.950946881558,4.988661696431937
5536.05602716557,3728.4925208637214,4.99587520988112
5476.1203519280825,3683.0498754630207,4.992613025016705
5509.860232563748,3701.559031214401,4.983729950791332
5518.873387545291,3710.99528767565,5.020225902305695
5466.808706408772,3680.4883008385655,5.012525407310292
5491.706693073538,3703.9733164597787,4.992209805784801
5395.02388973611,3642.925239154918,5.002724213966536
5460.193408463656,3674.5519522902655,5.004174650898213
5481.904845308647,3696.779588682378,5.0119108585477345
5450.4990279153135,3674.306789286104,4.991813949733399
5535.249338583893,3716.883606787476,5.010921067839824
5441.611142170079,3663.7195037196825,4.99452094695793
5469.446410475617,3680.185617396939,4.986641375958314
5484.596375248082,3695.810438580591,5.007241365593145
5521.832898684818,3709.429513063674,5.0129075842412245
5433.3335889174305,3656.096061486242,5.025879089735307
5509.013417118398,3725.0956233653787,4.988002747349098
5472.028935625157,3692.614716192565,5.006989196850808
5439.774606293807,3656.2587571320323,4.995901987562065
5480.475473690951,3693.9946941539924,5.007833587105241
5469.871348555875,3683.1063097900765,4.985295104487688
5443.075031327352,3669.7605305490124,4.987372302243014
5460.252483168209,3677.524903146577,4.992241251768335
5443.570914157824,3678.038974949546,5.000789640456681
5455.402881927134,3676.697932602795,4.993589187334616
5468.623583105306,3680.5532628810406,5.006590543439134
5492.997858318214,3706.2206207607583,5.010268946182579
5404.836101498759,3645.2345113101337,5.005995775412454
5502.410438126206,3702.661048669014,5.016187876396609
5376.201471365648,3628.86110884425,5.004158266294554
5426.4511633708835,3654.9346077888663,4.987831032896598
5444.7909341665645,3666.9668304298934,5.013633765135383
5431.604119211029,3653.0955256389984,4.99394843764394
5400.42272292338,3632.7419615577896,5.009104184996856
5408.685947245145,3635.2258644822628,5.015737342165551
5395.862218704816,3623.5974983549186,5.004566880107304
5388.5908307065565,3624.3573248100884,4.985038411868354
5427.27643068018,3654.6231880634386,4.990817878334902
5407.912671455528,3645.7787786977733,5.013227444668852
5371.726184004369,3620.322744771145,4.998308773143572
5414.710344166676,3625.2691715987316,5.0007957353494215
5392.048009848396,3650.974669486661,5.007588244161636
5402.219557639948,3652.1965358128723,5.006963228620803
5391.625420005419,3639.4328505154226,5.002787998123854
5342.66795722008,3624.6756810575807,4.997913316287796
5345.432226588719,3597.485694778394,4.996873315542676
5379.255122966624,3646.4293249862344,5.008578988252913
5369.645099886736,3612.134919164536,5.0055356953106775
5345.103858617317,3609.4496944233038,4.997426999993822
5343.547101138449,3593.389887431727,5.010821123129931
5372.55328366573,3623.678911154882,4.9987096588487026
5310.572165451246,3590.2049642507313,4.991483378256656
5338.728345221261,3601.6901038214114,4.992410293010966
5310.146144346449,3593.2264610487705,4.990212591636903
5303.478612471554,3583.077311977805,4.997275899833963
5336.670348269371,3596.7780616778477,5.012337242783362
5322.068645705208,3587.5730542451015,4.991949048189695
5315.211928023008,3597.236294539962,5.001884757610181
5323.373114739094,3587.4864485453863,4.993433106543726
5278.142865806532,3576.039749188769,4.997396909587286
5291.1774926334765,3586.933613508405,4.984899587880148
5254.519474954661,3536.024546349335,4.9977946177084345
5266.5637357762635,3571.2675053387684,4.998062946201951
5245.848690524616,3568.113441299217,5.005402879440357
5245.480347310076,3549.8082459980646,5.002232809132554
5253.146198245462,3557.8785608002254,4.98801607875048
5203.369706501503,3532.3918771445933,5.010841982440436
5283.216896454521,3567.175314720922,5.00210303040222
5182.698114655942,3511.441671028944,5.001983935171775
5168.791041203399,3488.1326294258083,4.999908176466149
5232.203097448415,3540.7082087543536,4.9948224255277776
5213.358038241744,3532.995942901492,5.002178023397487
5200.385762729218,3525.393087866795,5.004755884359286
5192.472482725297,3526.1377368711537,4.982531043086545
5165.120919461034,3491.3245298952647,4.994612391626539
5130.343473907065,3472.8800167775044,4.997450530295964
5151.214926335202,3509.6840292610345,5.002561706056943
5120.212853517562,3470.6244283728997,5.011933110059271
5161.27577514185,3498.7658029582335,4.992282591854032
5119.01283889129,3470.7376029175216,4.9950203815318215
5089.970260105496,3445.7653478002476,4.994874658893535
5096.31279808775,3474.022970961568,4.9919847240989546
5109.470442738585,3460.405251523945,4.9965281350488775
5071.208167130623,3431.4520450413042,5.007708022199879
5054.4003292531215,3428.1327947788454,4.989461645046356
5077.23458520965,3426.323691108534,5.004278143951529
5068.040345175652,3434.3113324555593,4.982980977699817
5036.161148025371,3412.0154028366996,4.994386620035578
5027.827473588775,3422.870770462538,4.99670510699782
5039.420756247313,3416.9183113527893,5.0167485967291405
4979.429194318065,3396.5355559466275,4.89196234120569
4970.972487486084,3396.5683324223437,4.870523347761913
4981.880342070248,3396.939958605025,4.87535177032088
4987.1804995531065,3390.154416843263,4.897043852891408
4992.9747528822745,3397.1959966964205,4.904331216441912
5017.885583074475,3395.4815004432444,5.003754558576272
4989.246210590046,3392.209932628815,4.898910440924022
4948.524345224367,3360.5102224539514,4.898385999032751
4942.473050616321,3372.427094181286,4.879811443665397
4902.6040541035245,3367.2899563545593,4.8839044337583175
4921.676710912224,3358.0042429070727,4.8635395768128795
4903.040700161286,3321.913018607225,4.866018130283521
4910.766970801179,3342.847880551564,4.858983949970985
4865.570459903353,3320.5671851957563,4.862683950968449
4895.187199921513,3337.9858942055102,4.872585524950011
4914.726256003452,3341.5276223459837,4.879213480751724
4854.53686512652,3315.1750365022813,4.863214027418548
4858.8253312976,3302.870190409366,4.854422409025552
4856.371773977448,3304.3739771596183,4.861164619150069
4812.443917840144,3293.9243271201235,4.8367968264728365
4819.936429218002,3281.8052252220027,4.867330228693095
4802.24503952547,3286.7291397702047,4.846112463720426
4793.372101283333,3262.328623023439,4.841978250568134
4755.747464960229,3271.0967378140544,4.853081608559928
4768.090847519162,3253.1118092874563,4.8279437525980065
4770.635575939748,3260.144679845814,4.829764705529901
4787.49278194038,3275.801801775132,4.834393083535984
4760.922670134506,3250.9001025556927,4.837844258503307
4784.849782444271,3272.343929077276,4.848991974639189
4685.267806514809,3216.9142511540867,4.8264656192135575
4722.416411090332,3243.0559789792337,4.85434131602675
4689.630720218553,3221.693406490861,4.79769643208562
4737.63380409448,3240.862177818661,4.838621762658397
4635.426093044962,3179.789338086541,4.800681118200124
4622.145265686062,3196.7782449918877,4.796973202544671
4616.944062055003,3179.665327915495,4.795302180388748
4558.725421441054,3126.0170163014304,4.777441697376763
4594.114118583434,3157.468352787716,4.812474593124632
4574.485785631155,3141.340039990911,4.799005032432436
4589.073594188301,3152.0908141737495,4.794565169719709
4582.0459953512,3136.932645633639,4.806036270615178
4615.240001384659,3165.024768486936,4.785936424988781
4574.559683172907,3162.8513676356833,4.77729401007401
4515.76299165145,3115.248557999625,4.7537022348169975
4493.07234845918,3070.931794993993,4.762653029916842
4521.669120220121,3125.168707057052,4.778617616180793
4454.123892432124,3083.370630688366,4.760660443833299
4535.427102836664,3117.663408658934,4.782031816982884
4502.552625551235,3108.704210768573,4.757974392545371
4439.71439110628,3055.234642555596,4.763958105139183
4388.950548629195,3028.667772014853,4.745269273401326
4467.450895653019,3095.45600099851,4.770389344554008
4409.824418649798,3043.177350791181,4.729312943019762
4436.7572786961355,3043.3570505981315,4.758281065966985
4338.088959266282,3002.2203433319555,4.717916651412154
4354.176903506759,3011.720258174912,4.729957971233367
4358.489739406403,3027.077529337576,4.740383867690867
4345.854575535882,3007.6561095432867,4.732702112628929
4316.994926440274,2985.9811327497614,4.715854724143992
4335.173675844444,3011.5547669589787,4.729107391064701
4270.390959970841,2963.442478307516,4.697070893697209
4284.020246595577,2962.911921141689,4.727393594512131
4277.713779677178,2978.1782434117226,4.712216417436312
4275.29313690442,2967.11249978782,4.724832306075118
4266.905823550202,2960.1727537969155,4.7062247520419485
4197.458428813188,2920.2541412020296,4.6883964075250395
4170.758056965583,2891.7481504651837,4.679124489639057
4240.639622777458,2939.107235904691,4.713497642316849
4197.751191591119,2918.6865409729994,4.686613137693003
4150.744819076794,2888.5002544958293,4.688066050658184
4205.09738512825,2935.7827149051154,4.691771946484857
4147.34282038645,2890.5797507591396,4.660985663671886
4164.508177358421,2907.2539456414165,4.679456104928587
4116.359004015299,2869.909355954938,4.660986947460306
4161.308166660643,2907.347784833847,4.68467541294956
4137.246911530487,2886.3234244840237,4.6662451284653805
4062.167985571682,2837.4349961968937,4.668102947297007
4083.7841191771213,2850.137640616683,4.663490872042015
4058.9487990201246,2825.8248931491653,4.65623944551473
4065.5480407692976,2844.397981662941,4.666271274718552
3980.3946036618763,2787.834714851762,4.647454824568099
4014.729302848839,2803.8176621074913,4.646443690357719
4010.6587834524003,2817.4598877795606,4.637885969892267
3910.8555942380476,2734.0111962838805,4.60219459950009
3912.7857974166113,2743.4465194956424,4.613570136051063
3871.7270110228474,2733.3133941015035,4.603700537510824
3909.3974518768823,2748.793700535332,4.620629919298263
3923.537471303533,2753.643893505592,4.619743880952385
3931.5699389892247,2761.4519988250363,4.632140171174886
3873.1671843441695,2725.69445231699,4.604113157547222
3904.2056248384793,2727.356749440228,4.617653891861365
3798.3052522956195,2675.490532523892,4.602832653593699
3772.9268981056416,2679.9213554085222,4.587885168795286
3806.641572501392,2677.3917021530633,4.592536028940615
3804.0697769177527,2679.2588560096083,4.586455641073784
3775.7675812215857,2660.0443410998596,4.578865064061258
3698.887195094023,2618.4621648232323,4.556922003351801
3742.360941062559,2639.5853363242923,4.571197030472543
3689.9872181121837,2618.8597458888908,4.5706962287591475
3733.2615456770777,2641.930061529149,4.572048371889755
3708.1833178134166,2632.6454668391198,4.554320836743924
3652.967544544886,2581.2711150650416,4.571301918670711
3649.691697556451,2586.4116137050414,4.555977516997396
3617.240899725591,2568.0873135192332,4.53036394021002
3631.013001609227,2583.164270066422,4.5435562825699645
3645.3908189269523,2579.302279384101,4.552780788695214
3570.97568644468,2551.7419499093917,4.549582526018749
3599.4481649343907,2571.5330548658103,4.528776974971969
3552.167366284688,2521.4116962944568,4.537460587095336
3528.0069008128926,2511.8954115387996,4.535482353050182
3532.270474547952,2514.04296964585,4.516297293261585
3488.08336807642,2519.173882892627,4.508446301316763
3486.162009190439,2487.3982044621844,4.500364281318089
3450.4382468590406,2487.0392025369856,4.499506652067236
3528.892325174774,2504.669075153798,4.521349269587227
3454.5580062130593,2462.8382940661922,4.5091971301498965
3416.0320534931034,2442.75318677738,4.5035957913227165
3426.941776461848,2447.7081727626432,4.488018353301117
3400.6265910932393,2437.6969673143585,4.469059301353145
3380.8175437564314,2421.402744226644,4.483426349173177
3389.2986312357352,2425.3857628140954,4.488755023331732
3377.003313896905,2437.7867083028764,4.485152171878912
3321.7456098232233,2405.2853021190654,4.46518213862231
3303.7474242737494,2391.741419548003,4.46506828723846
3296.1111705347253,2382.9066918766785,4.477011606221023
3218.6259171198412,2332.1029809297,4.4457497203775835
3225.529390193549,2330.34732720947,4.439973873228309
3295.274318954593,2367.6330163252046,4.4566399895602204
3286.8821503060303,2375.759247217945,4.457785457930488
3213.309785714403,2316.249567503174,4.456932773087725
3221.3087054380812,2322.8460139710946,4.440789231445959
3196.5646747444102,2329.4679374086945,4.436061544346212
3262.793474741179,2376.6825752619284,4.4484666149383685
3187.1995485330303,2316.2526805014827,4.444841146054341
3132.946058554212,2290.832206655474,4.4394987876042435
3091.2753572301076,2252.306731163625,4.413691222353485
3054.8935291907073,2219.5593756535472,4.400657493686893
3092.324206084618,2261.5162398369566,4.409822624182072
3046.6518488518636,2233.6840025438187,4.373867407531193
3009.7861966940945,2206.588403555259,4.395682244935616
3016.158087794551,2207.27109809568,4.3912108867357
2986.2009975134706,2201.3427042938933,4.386449391295786
3052.345214693947,2221.5497984820936,4.392059861837606
3011.255719190474,2199.015625725378,4.384764044716351
2967.6356093182812,2170.5003005233643,4.373281764459669
2995.334744739315,2198.050576469947,4.394730878487983
2936.313140721246,2150.9089543116547,4.365550066390861
2891.2039444762936,2127.879944880624,4.378564760372146
2945.7819493734237,2160.4116140017823,4.376081125457602
2899.297332012247,2136.972315884009,4.347062487346049
2835.0511665738936,2086.156955480297,4.342013408472196
2843.494298096858,2106.9686287784875,4.338953211146199
2805.9698747885013,2096.054961379747,4.313877000247414
2773.7871211848383,2065.6271864340706,4.343539969134382
2826.0885271448224,2111.0663277349063,4.3480256181165835
2838.6178545516145,2116.510694589738,4.349548092920837
2722.4112198846124,2041.2240824032458,4.315988350287612
2764.291623205013,2059.3218323493766,4.311283384565793
2710.9196453239974,2026.7767910768528,4.306543165973473
2698.864284429091,2026.9565683810874,4.3166971951724635
2678.7487688645456,2003.332555223687,4.292594625981629
2653.6474909756116,1973.3632870706922,4.271334518802649
2664.074246761177,2003.3645885977357,4.29706231766078
2620.7469040399237,1961.1374561246043,4.2867744854985625
2636.852016823448,1972.489797812165,4.293689009918748
2610.300837107821,1966.1827417446502,4.292791115977156
2587.7166397979236,1951.6787351032194,4.286074622641777
2550.743372981066,1916.3252677254832,4.272778851104713
2543.761113423901,1927.9115836956719,4.2803510287613
2566.8293971627445,1949.759034906257,4.259137861462286
2542.3086869275658,1914.1017964538817,4.273068051926148
2481.0787956459944,1901.3721106960843,4.258542788228054
2496.521141115231,1882.3109764178391,4.243852670568828
2499.230607926527,1920.7116061996255,4.241916307379998
2409.7674269366807,1841.7478518571736,4.226480774233248
2459.324416215625,1877.050819697644,4.240068006887436
2406.333021205174,1824.8794769982478,4.240591257230641
2426.532579985742,1855.298187326752,4.232105847016565
2369.7351569977723,1824.1259159758451,4.215082698045187
2321.7208690293164,1792.1709003765948,4.205183314669164
2310.292209999061,1780.5445152289128,4.219547177341301
2343.8295948332425,1796.8321117146672,4.217115186700889
2333.4653577871927,1811.3844808676888,4.212527153177423
2281.8495533678524,1769.4178033706908,4.1999469730218655
2311.4615876921694,1802.2844763804694,4.221582154464109
2225.8030248643236,1730.216991370645,4.179143346270508
2257.031754353557,1749.871105678412,4.207820391171745
2206.0705496412074,1731.798272230686,4.183665961468383
2206.254861581306,1707.523167328748,4.180004199158296
2210.6634912462678,1714.2634611462313,4.2077510455855265
2166.8840479040946,1711.1052784559884,4.160928074563067
2164.6386851888533,1687.0638718210798,4.1673702328814635
2189.867675828214,1695.7300953439028,4.165070232821329
2125.9009643975887,1694.225850519284,4.1704705819790275
2151.833252186019,1677.1617748328692,4.1845061541843505
2076.452640423752,1647.712778237533,4.164929906780155
2109.8465659782423,1666.598791514188,4.1690571759258646
2120.8359785392486,1644.3953039573682,4.157667332660704
1987.1045951581036,1589.589586863184,4.1216030575514715
2021.0412588393547,1617.1088877984039,4.117270340262322
2045.9842867427365,1631.1336658608304,4.16075469479995
2006.3352306576405,1612.8363452326194,4.134890268664878
2007.3465422417867,1600.5330121960178,4.1255409703849075
1961.9099291049038,1584.2710018838638,4.132057407802559
1966.4768809804816,1572.9928379074884,4.11022355279881
1943.091594769829,1551.7502826977695,4.118004058997326
1966.7117565190927,1567.0497701546433,4.118285303190572
1923.2615963761739,1539.33585327375,4.115225467609819
1909.742654770696,1555.9414525413295,4.104726661549175
1871.2794296534332,1507.6219227014744,4.080962574428342
1853.0649066104631,1514.579332372771,4.091543882569391
1838.8105230006129,1500.6270718596434,4.0976113473331965
